file,module,client,category,object,line,operations,flags
src/pages/intervencoes/SolicitacaoSOS.jsx,page,supabase,table_or_view,linhas,60,select,
src/pages/intervencoes/SolicitacaoSOS.jsx,page,supabase,table_or_view,tabelas_operacionais,64,select,
src/pages/intervencoes/SolicitacaoSOS.jsx,page,supabase,table_or_view,prefixos,67,select,
src/pages/intervencoes/SolicitacaoSOS.jsx,page,supabase,table_or_view,sos_acionamentos,77,"select, single",
src/pages/intervencoes/SolicitacaoSOS.jsx,page,supabase,table_or_view,sos_acionamentos,120,insert,
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,usuarios_aprovadores,448,"select, eq, single",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,preventivas,503,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,preventivas,507,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,preventivas,519,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,preventivas,520,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,sos_acionamentos,548,"update, eq",legacy_password_query
src/pages/intervencoes/SOS_Resumo.jsx,page,supabase,table_or_view,sos_acionamentos,737,select,legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,usuarios_aprovadores,134,"select, eq, single",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,preventivas,208,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,preventivas,217,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,preventivas,240,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,preventivas,249,"select, eq, maybeSingle",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,sos_acionamentos,284,"update, eq",legacy_password_query
src/pages/intervencoes/SOSCentral.jsx,page,supabase,table_or_view,sos_acionamentos,593,select,legacy_password_query
src/pages/intervencoes/SOSDashboard.jsx,page,supabase,table_or_view,sos_acionamentos,105,select,
src/pages/intervencoes/SOSDashboard.jsx,page,supabase,table_or_view,sos_acionamentos,211,select,
src/pages/intervencoes/SOSDashboard.jsx,page,supabase,table_or_view,km_rodado_diario,219,select,
src/pages/intervencoes/SOSDashboard.jsx,page,supabase,table_or_view,sos_acionamentos,240,"select, eq",
src/pages/intervencoes/SOSDashboard.jsx,page,supabase,channel,realtime-sos_acionamentos-dashboard,320,channel,
src/pages/intervencoes/SOSFechamento.jsx,page,supabase,table_or_view,sos_acionamentos,47,"select, eq",
src/pages/intervencoes/SOSFechamento.jsx,page,supabase,table_or_view,prefixos,161,select,
src/pages/intervencoes/SOSFechamento.jsx,page,supabase,table_or_view,sos_acionamentos,175,"update, eq",
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,sos_acionamentos,38,"select, eq",
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,motoristas,170,select,
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,sos_manutencao_catalogo,288,select,
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,preventivas,303,"select, eq, maybeSingle",
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,preventivas,312,"select, eq, maybeSingle",
src/pages/intervencoes/SOSTratamento.jsx,page,supabase,table_or_view,sos_acionamentos,482,"update, eq",
src/pages/pcm/PCM_Preventivas.jsx,page,supabase,table_or_view,prefixos,51,select,
src/pages/pcm/PCM_Preventivas.jsx,page,supabase,table_or_view,preventivas,57,select,
src/pages/pcm/PCM_Preventivas.jsx,page,supabase,table_or_view,preventivas,144,insert,
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,pcm_diario,344,"select, eq, maybeSingle",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,345,"select, eq",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,prefixos,346,select,
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm_historico,374,insert,
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,388,"select, eq",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,394,"select, insert, single",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,407,"update, eq",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,419,"select, eq",
src/pages/pcm/PCMDiario.jsx,page,supabase,table_or_view,veiculos_pcm,427,"update, eq",
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,pcm_diario,147,select,
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,pcm_diario,160,"select, eq, single",
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,veiculos_pcm,168,"select, eq",
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,veiculos_pcm,199,"select, eq",
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,veiculos_pcm,212,insert,
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,pcm_diario,223,"select, eq, maybeSingle",
src/pages/pcm/PCMInicio.jsx,page,supabase,table_or_view,pcm_diario,239,"select, insert, single",
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,pcm_diario,474,select,
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,veiculos_pcm,483,"select, eq",
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,pcm_diario,494,"select, in",
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,pcm_diario,520,select,
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,veiculos_pcm,528,select,
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,veiculos_pcm,529,"select, in",
src/pages/pcm/PCMResumo.jsx,page,supabase,table_or_view,veiculos_pcm,530,select,
src/pages/portal/PortalSistemas.jsx,page,supabase,table_or_view,usuarios_aprovadores,33,"select, eq, single",localstorage_session
src/pages/tratativas/CentralTratativas.jsx,page,supabase,table_or_view,setores,137,select,
src/pages/tratativas/CentralTratativas.jsx,page,supabase,table_or_view,tratativas,151,select,
src/pages/tratativas/CentralTratativas.jsx,page,supabase,table_or_view,tratativas,171,select,
src/pages/tratativas/CentralTratativas.jsx,page,supabase,table_or_view,tratativas,180,select,
src/pages/tratativas/CentralTratativas.jsx,page,supabase,table_or_view,tratativas,186,select,
src/pages/tratativas/ConsultarTratativa.jsx,page,supabase,table_or_view,tratativas,129,"select, eq, single",
src/pages/tratativas/ConsultarTratativa.jsx,page,supabase,table_or_view,tratativas_detalhes,138,"select, eq",
src/pages/tratativas/ConsultarTratativa.jsx,page,supabase,table_or_view,linhas,160,"select, eq, maybeSingle",
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,table_or_view,tipos_ocorrencia,81,select,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,table_or_view,setores,82,select,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,table_or_view,linhas,83,select,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,table_or_view,usuarios_aprovadores,178,"select, eq, maybeSingle",
src/pages/tratativas/SolicitacaoTratativa.jsx,page,storage,table_or_view,tratativas,214,unknown,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,storage,table_or_view,tratativas,220,unknown,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,table_or_view,tratativas,250,insert,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,bucket,tratativas,214,upload,
src/pages/tratativas/SolicitacaoTratativa.jsx,page,supabase,bucket,tratativas,220,getPublicUrl,
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,tratativas,370,"select, eq, single",
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,linhas,392,"select, eq, maybeSingle",
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,motoristas,403,"select, eq, maybeSingle",
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,tratativas,419,"update, eq",
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,linhas,435,"select, eq, maybeSingle",
src/pages/tratativas/TratarTratativa.jsx,page,storage,table_or_view,tratativas,457,unknown,
src/pages/tratativas/TratarTratativa.jsx,page,storage,table_or_view,tratativas,462,unknown,
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,tratativas_detalhes,488,insert,
src/pages/tratativas/TratarTratativa.jsx,page,supabase,table_or_view,tratativas,501,"update, eq",
src/pages/tratativas/TratarTratativa.jsx,page,supabase,bucket,tratativas,457,upload,
src/pages/tratativas/TratarTratativa.jsx,page,supabase,bucket,tratativas,462,getPublicUrl,
src/pages/tratativas/TratativasLancarRH.jsx,page,storage,table_or_view,tratativas,57,unknown,
src/pages/tratativas/TratativasLancarRH.jsx,page,storage,table_or_view,tratativas,63,unknown,
src/pages/tratativas/TratativasLancarRH.jsx,page,supabase,table_or_view,tratativas_rh,267,upsert,
src/pages/tratativas/TratativasLancarRH.jsx,page,supabase,bucket,tratativas,57,upload,
src/pages/tratativas/TratativasLancarRH.jsx,page,supabase,bucket,tratativas,63,getPublicUrl,
src/pages/tratativas/TratativasResumo.jsx,page,supabase,table_or_view,tratativas,156,select,
src/pages/tratativas/TratativasResumo.jsx,page,supabase,table_or_view,tratativas,205,select,
src/pages/tratativas/TratativasResumo.jsx,page,supabase,table_or_view,tratativas_detalhes,252,"select, in",
src/pages/tratativas/TratativasRH.jsx,page,supabase,table_or_view,tratativas_detalhes,120,select,
src/pages/tratativas/TratativasRH.jsx,page,supabase,table_or_view,tratativas_rh,143,"select, in",
src/routes/premiacaoRoutes.js,route,sb,table_or_view,premiacao_diaria,32,"select, eq","create_client_local, service_role_in_frontend"
src/supabase.js,supabase_client,,flag_only,,,,create_client_local
src/supabaseBCNT.js,supabase_client,,flag_only,,,,"create_client_local, cross_base_client"
src/utils/auth.js,util,,flag_only,,,,localstorage_session
src/utils/authBridge.js,util,supabase,rpc,resolve_auth_account,23,unknown,
