"Empresas:";"046-QUATAI"
"Almoxarifados:";"GRUPO CSC, INICIALIZAR KM PEÇAS, DESATIVADO, VIÇOTUR, TRES FRONTEIRAS, PARACATU VENDAS, PARACATU, TRES MARIAS, VAZANTE, JOAO PINHEIRO, VARZEA DA PALMA, LASSANCE, CORINTO, JACOBINA, PRIMUS TURISMO, ITABIRA, TEIXEIRAS, VIÇOSA SERVICE, JUATUBA, DESATIVADO, SANFER VIÇOSA, SANFER ITABIRITO, VIACAO VICOSA, ANSAL VITORINO, ANSAL BANDEIRANTES, VIAÇÃO NOROESTE, LAFAIETE, CONGONHAS, GRANBERY EMPREENDIMENTOS, RIO BRANCO, GODINHOS, UNAI, ALTO HORIZONTE, POUSO ALEGRE, ALMOXAIRFADO LAJU, PLANALTO VIÇOSA, CURVELO, ARIPUANÃ, UBA, INATIVO - ALTO HORIZONTE, QUATAI, ITAGUAI, ITAPETINGA, AGUA CLARA, ARACAJU, DESATIVADO, BARÃO DE COCAIS, TRANSPORTADORA CARAÇA, BOCAIUVA, MINEIROS, MACHADO, SAO FRANCISCO, CAMAPUÃ, DOURADOS, CRIXAS, JATAI, RIO VERDE, PRIMAVERA, MINACU, RESENDE, VICOSA SERVICOS ITAPETINGA, MOOV, ITABIRITO, ESKAVA MINA, PIRAI, PARAÍBA DO SUL, INATIVO - ITABIRA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - ANSAL FILIAL, INATIVO - ANSAL MATRIZ, INATIVO - RIO BRANCO, INATIVO - UBÁ, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - UNAI, INATIVO - MACUCO, INATIVO - PARACATU, INATIVO - ITABIRITO, INATIVO - ITABIRITO, INATIVO - TRÊS FRONTEIRAS, INATIVO - PARACATU, INATIVO - ITABIRA"
"Grupos de Produtos:";"LUBRIFICANTE, GRAXA E ADITIVOS, PECAS E ACESSORIOS, BORRACHARIA, SINISTRO, BATIDAS E PINTURAS, SERVICOS EXTERNO VEICULAR"
"Subgrupos de Produtos:";"Todos"
"Produto:";"00000000000 a 99999999999"
"Período:";"28/05/2026 a 28/05/2026"
"Tipo de Relatório:";"Detalhado"
"Imprimir PMU:";"Não"
"Quebrar por Subgrupo::";"Não"
"Imprimir Produtos Inativos:";"Sim"
"Imprimir Apenas Produtos Movimentados:";"Nao"
"Imprime Apenas Produtos com Contabilização de Saída:";"Não"

Empresa: 046 - QUATAI
Almoxarifado: 446 - QUATAI
Grupo: 04 - LUBRIFICANTE, GRAXA E ADITIVOS
Produtos;Saldo Ant.;Total (R$);Qtd. Entrada;Valor (R$);Qtd. Saída;Valor (R$);Saldo;Total (R$);Locação;
"317832 - KIT CONVERSAO GAVETA FIXA BASCULANTE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317839 - ABRACADEIRA NYLON 3,6X300MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318040 - SENSOR DESGATE LONA ABS FREIO TRASEI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318043 - SENSOR DESGATE LONA ABS FREIO TRASEI";"2,000";"351,00";"0,000";"0,00";"0,000";"0,00";"2,000";"351,00";"";
"318096 - REPARO VALVULA 2VIAS MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318367 - ESCOVA CARVAO VENTILADOR CABINE 20X8";"7,000";"188,30";"0,000";"0,00";"0,000";"0,00";"7,000";"188,30";"";
"318478 - MODULO CENTRAL PTM MOTOR MANN VW1723";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318516 - INTERRUPTOR PRESSAO SECADOR AR MB141";"1,000";"110,90";"0,000";"0,00";"0,000";"0,00";"1,000";"110,90";"C1-2";
"318626 - ESPAGUETE CORRUGADO 25MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318627 - ESPAGUETE CORRUGADO 16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318635 - TRILHO CARCACA MTCO1390";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319135 - SENSOR ROTACAO ABS FREIO TRASEIRO LE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-2";
"319213 - SENSOR ROTACAO ABS FREIO TRASEIRO LD";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-3";
"319325 - CARCACA BATERIA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319639 - CABO COMANDO SELETOR PRETO MAN VW172";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320226 - CABO CONEXAO 8VIAS";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320340 - TACOGRAFO DIGITAL DT1050C REMAN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320454 - TERMINAL COMPRESSAO 70MM";"2,000";"18,00";"0,000";"0,00";"0,000";"0,00";"2,000";"18,00";"E1-3";
"320605 - SIRENE 6 SONS 24V";"8,000";"260,32";"0,000";"0,00";"0,000";"0,00";"8,000";"260,32";"";
"320655 - TRAVA DIRECAO MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320705 - TERMINAL COMPRESSAO 35MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"E1-3";
"320706 - TERMINAL COMPRESSAO 95MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"E1-3";
"320921 - FUSIVEL LAMINA MINI 3OAMP";"9,000";"2,34";"0,000";"0,00";"0,000";"0,00";"9,000";"2,34";"";
"321185 - MODULO CABINE K17 THOREB	REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321754 - MODULO ADM FR MB916";"1,000";"2.450,00";"0,000";"0,00";"0,000";"0,00";"1,000";"2.450,00";"";
"321830 - COMUTADOR IGNICAO PARTIDA 24V MB916";"1,000";"81,00";"0,000";"0,00";"0,000";"0,00";"1,000";"81,00";"C1-2";
"321844 - CONTROLADOR PAINEL ELETRONICO MOBITE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321845 - CONTROLADOR PAINEL ELETRONICO REDUZI";"1,000";"390,00";"0,000";"0,00";"1,000";"390,00";"0,000";"0,00";"";
"322109 - CILINDRO IGNICAO CHAVE MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C1-2";
"322269 - BOTAO INTERRUPTOR PUSHBUTTON 0,5A 25";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322328 - CHICOTE PAINEL PRETO 18VIAS";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322330 - SOQUETE LAMPADA PINGAO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322331 - CHICOTE PAINEL BRANCO 18VIAS";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322337 - BUCHA GUIA MANCAL ALTERNADOR UNIVERS";"4,000";"140,00";"0,000";"0,00";"0,000";"0,00";"4,000";"140,00";"";
"322538 - CHAVE FIM CURSO ROLETE M3S1 16A 250V";"2,000";"320,00";"0,000";"0,00";"0,000";"0,00";"2,000";"320,00";"";
"322588 - TACOGRAFO DIGITAL FIP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322599 - SENSOR PRESSAO AR COMPRIMIDO 4VIAS M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322666 - BENDIX IMPULSOR MOTOR PARTIDA 21 DEN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322773 - INTERRUPTOR PAINEL INSTRUMENTOS MB16";"2,000";"863,68";"0,000";"0,00";"0,000";"0,00";"2,000";"863,68";"";
"323091 - PAINEL INSTRUMENTO COMBINADO MAN VW1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323229 - SENSOR ROTACAO EIXO DIANTEIRO LD 200";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323262 - MODULO COMANDO PROCESSO FLASH CPC 5 ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323406 - SENSOR TEMPERATUDO MOTOR MWM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323491 - CILINDRO IGNICAO CHAVE MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323526 - ROTOR ALTERNADOR 28V 80A";"1,000";"316,61";"0,000";"0,00";"0,000";"0,00";"1,000";"316,61";"";
"323775 - MODULO COMANDO FREIO ABS MB1721/EURO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323816 - CONECTOR CHICOTE PEDAL ACELERADOR 6V";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"323841 - BOTAO PARTIDA PARAFUSO 10A";"1,000";"14,70";"0,000";"0,00";"0,000";"0,00";"1,000";"14,70";"";
"323933 - INTERRUPTOR LIBERAR CATRACA 1 ESTAGI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324012 - ESTATOR ALTERNADOR 24V 80AMP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324391 - CHAVE SETA VW17230/EUROVI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324597 - MODULO COMANDO FREIO ABS MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"324646 - SENSOR TEMPERATURA AMBIENTE MB1721/E";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325087 - MODULO ADM MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325287 - BOMBA ESGUICHO AGUA LIMPADOR PARABRI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325455 - PAINEL INSTRUMENTO Z519620/22 MB1619";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325503 - TACOGRAFO DIGITAL BVDR2.0";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"325915 - MODULO COMANDO PROCESSO FLASH CPC 5 ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326044 - SENSOR INDICADOR MANUTENCAO FILTRO A";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326148 - ABRACADEIRA CABO ELETRICO 4,6X200MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"326616 - ABRACADEIRA NYLON 28X4,90MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"327007 - BOTAO PARADA SOLICITADA CADEIRANTE S";"1,000";"70,00";"0,000";"0,00";"0,000";"0,00";"1,000";"70,00";"";
"327144 - SENSOR NIVEL BOIA TANQUEL MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"256 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"850 - JUNTA CABECOTE METAL MOTOR 924LA";"1,000";"660,00";"0,000";"0,00";"0,000";"0,00";"1,000";"660,00";"";
"1732 - BUCHA COMANDO SEMI MOTOR 904";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1741 - RETENTOR VIRABREQUIM TRASEIRO MB904";"1,000";"94,00";"0,000";"0,00";"0,000";"0,00";"1,000";"94,00";"A1-3";
"1759 - ADESIVO VEDA JUNTA MOTORES DIESEL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3-4";
"1767 - TUCHO VALVULA ADMISSAO ESCAPAMENTO M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1805 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1813 - CARCACA BOMBA OLEO MOTOR 924LA MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1821 - CAMISA CILINDRO MOTOR 904";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"1856 - ESTICADOR CORREIA REFRIGERACAO MOTO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"2208 - CORREIA ALTERNADOR 8PK1369";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"2356 - JUNTA TAMPA VALVULA MWM4,10";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"2712 - BUJAO CARTER 21,00MM MWM";"3,000";"19,22";"0,000";"0,00";"0,000";"0,00";"3,000";"19,22";"B1-4";
"2747 - ANEL PISTA RETENTOR VIRABREQUIM MOTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"2976 - ANEL ORING BICO INJETOR MOTOR 904";"4,000";"96,56";"0,000";"0,00";"0,000";"0,00";"4,000";"96,56";"B1-5";
"3026 - FILTRO AR PRIMARIO MWM VW/MA8.5/9.2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"3557 - VARETA NIVEL OLEO 975MM MOTOR 904/92";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"3697 - VALVULA RETORNO DIESEL BLOCO 904";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A1-4";
"3719 - VALVULA FREIO MOTOR ACIONAR PISAR MB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"5304 - KIT ARRUELA ENCOSTO VIRABREQUIM STD ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"7609 - VALVULA TOP BREAKE CABECOTE MOTOR 90";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"8168 - ARRUELA VEDACAO ALUMINIO 18MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"8826 - ARRUELA VEDACAO ALUMINIO 22MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"9644 - CORREIA ALTERNADOR MOTOR 8PK1800";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"9652 - ESTICADOR CORREIA ALTERNADOR MOTOR 9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"10286 - FILTRO AR PRIMARIO ELEMENTO MB916/14";"3,000";"250,64";"0,000";"0,00";"0,000";"0,00";"3,000";"250,64";"A1-1";
"10294 - ANEL PISTA RETENTOR VIRABREQUIM MB 3";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"10618 - ARRUELA LISA 8MM";"400,000";"28,00";"0,000";"0,00";"0,000";"0,00";"400,000";"28,00";"FU-ND-O";
"10774 - CAMISA CILINDRO MOTOR STD 924 MB1418";"4,000";"981,05";"0,000";"0,00";"0,000";"0,00";"4,000";"981,05";"";
"11037 - BUCHA BIELA MOTOR PINO 40,00 MOTOR 9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"11061 - ARRUELA LISA 3/8""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"11096 - JUNTA COLETOR ADMISSAO 904/924 MB916";"2,000";"23,78";"0,000";"0,00";"0,000";"0,00";"2,000";"23,78";"D";
"11100 - JUNTA CARTER MOTOR MWM/4.10";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"11738 - JUNTA ALUMINIO CAVALETE DAGUA MOTOR ";"0,000";"0,00";"6,000";"155,32";"0,000";"0,00";"6,000";"155,32";"D";
"11746 - MANGUEIRA RETORNO TURBINA MB1417";"3,000";"186,00";"0,000";"0,00";"0,000";"0,00";"3,000";"186,00";"A1-4";
"12432 - BOMBA HIDRAULICA ZF8090 MB915";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3-3";
"12785 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"12823 - TUBO INJETOR 1º/2º/3º/4º CILINDRO 90";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"13391 - ABRACADEIRA FLEXIVEL SEM FIM 9X44X57";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"13501 - PARAFUSO SEXTAVADO RT ACO8.8 8X30MM";"50,000";"15,10";"0,000";"0,00";"0,000";"0,00";"50,000";"15,10";"FU-ND-O";
"13617 - ARRUELA PRESSAO 6MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13927 - ANEL VEDACAO COTOVELO AR TURBINA VER";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"13943 - ABRACADEIRA SAIDA TURBINA MB916";"1,000";"13,83";"0,000";"0,00";"0,000";"0,00";"1,000";"13,83";"B1-3";
"14133 - VALVULA DESCARGA RAPIDA VW/MB REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"14397 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"14508 - JUNTA CABECOTE AMIANTO 904 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"14753 - CABECOTE 904";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"14893 - JUNTA COLETOR DESCARGA MOTOR 904/924";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"D";
"15024 - TURBINA K16 MOTOR 904 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2-2";
"15091 - ABRACADEIRA ENTRADA ADMISSAO MOTOR92";"2,000";"39,55";"0,000";"0,00";"0,000";"0,00";"2,000";"39,55";"B2-3";
"15318 - ARRUELA VEDACAO ALUMINIO 12MM";"98,000";"11,76";"0,000";"0,00";"0,000";"0,00";"98,000";"11,76";"FU-ND-O";
"15326 - ARRUELA VEDACAO ALUMINIO 14MM";"296,000";"39,07";"0,000";"0,00";"0,000";"0,00";"296,000";"39,07";"FU-ND-O";
"15351 - FILTRO COMBUSTIVEL ELEMENTO MB916";"6,000";"159,52";"0,000";"0,00";"0,000";"0,00";"6,000";"159,52";"A1-3";
"15440 - FILTRO LUBRIFICANTE ELEMENTO MOTOR 9";"6,000";"105,59";"0,000";"0,00";"0,000";"0,00";"6,000";"105,59";"A1-2";
"15482 - FILTRO LUBRIFICANTE MWM 4.10 VW9150";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"15504 - FILTRO AR PRIMARIO MB915";"3,000";"180,70";"0,000";"0,00";"0,000";"0,00";"3,000";"180,70";"A2-1";
"15547 - FILTRO SEPARADOR AGUA COPO DRENO BLI";"5,000";"277,00";"0,000";"0,00";"0,000";"0,00";"5,000";"277,00";"A1-2";
"15687 - TURBINA 210/220 CV MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"15792 - ABRACADEIRA FLEXIVEL 9X32X44 SEM FIM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"15911 - JUNTA CARTER MOTOR INTERICO 904";"1,000";"93,00";"0,000";"0,00";"0,000";"0,00";"1,000";"93,00";"D";
"16055 - PARAFUSO CABECOTE ACO 12.9 M16X2X149";"7,000";"117,39";"0,000";"0,00";"0,000";"0,00";"7,000";"117,39";"B1-6";
"16331 - RETENTOR VIRABREQUIM DIANTEIRO MOTOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"16527 - ROLAMENTO VOLANTE MOTOR MB916";"0,000";"0,00";"5,000";"101,72";"1,000";"20,34";"4,000";"81,38";"B3-6";
"16616 - ROLAMENTO VOLANTE MOTOR ESTICADOR MB";"7,000";"108,66";"0,000";"0,00";"0,000";"0,00";"7,000";"108,66";"B3-6";
"16748 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"16985 - JUNTA COLETOR ADMISSAO FRIO MOTOR MW";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"17108 - JOGO ANEL SEGMENTO MOTOR 904LA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"17230 - ABRACADEIRA FLEXIVEL 8X13 SEM FIM 5/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"17281 - ABRACADEIRA FLEXIVEL 9X14X22 SEM FIM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"17485 - CANO ALIMENTACAO OLEO TURBINA MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B2-2";
"18015 - PARAFUSO SUPORTE ALTERNADOR 10X140MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18520 - ANEL ORING CAMISA CABECOTE MOTOR 904";"4,000";"78,04";"0,000";"0,00";"0,000";"0,00";"4,000";"78,04";"B1-5";
"18538 - CALCO MOLA CABECOTE MOTOR 904LA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18589 - RETENTOR VALVULA CABECOTE MOTOR 904/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18694 - BUCHA MANCAL COMANDO MOTOR MWM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18911 - JUNTA TAMPA DISTRIBUICAO MOTOR MWM 4";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"19658 - BRONZINA FIXO STD MOTOR 904/924 MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20061 - JUNTA TAMPA VALVULA RETENTOR MOTOR 9";"4,000";"272,40";"0,000";"0,00";"1,000";"68,10";"3,000";"204,30";"A1-4";
"20168 - JUNTA REFRIGERADOR OLEO BORRACHA 6FU";"4,000";"174,52";"0,000";"0,00";"0,000";"0,00";"4,000";"174,52";"D";
"20192 - ANEL VEDACAO VALVULA TERMOSTATICA 58";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20303 - ARRUELA ENCOSTO VIRABREQUIM MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-6";
"20311 - PARAFUSO BIELA MOTOR 904";"6,000";"227,33";"0,000";"0,00";"0,000";"0,00";"6,000";"227,33";"";
"20320 - JUNTA FILTRO OLEO LUBRIFICANTE MB904";"2,000";"37,22";"0,000";"0,00";"0,000";"0,00";"2,000";"37,22";"D";
"20389 - ANEL VEDACAO TAMPAO CABECOTE VALVULA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20397 - RETENTOR VIRABREQUIM DIANTEIRO 904";"3,000";"184,90";"0,000";"0,00";"0,000";"0,00";"3,000";"184,90";"A1-3";
"20656 - ANEL BORRACHA VEDACAO CAMISA MOTOR M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20664 - CANETA BICO INJETOR MOTOR 904/924LA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20753 - VALVULA FILTRO LUBRIFICANTE MOTOR 92";"1,000";"80,00";"0,000";"0,00";"0,000";"0,00";"1,000";"80,00";"";
"21156 - COXIM MOTOR TRASEIRO CAMBIO ZF MB141";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"21237 - TAMPA FILTRO OLEO DIESEL ECOLOGICO O";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-3";
"21300 - VARETA NIVEL OLEO HIDRAULICO MB/VW";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B3-3";
"23213 - UNIDADE INJETORA MOTOR 924 REC";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B1-5";
"24759 - SILICONE VERMELHO ALTA TEMPERATURA 5";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"32981 - FILTRO LUBRIFICANTE MWM VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"32999 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33243 - COPO FILTRO SEPARADOR AGUA CUMMINS";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"35521 - SILICONE ALTA TEMPERATURA PRETO 170°";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B6-4";
"35777 - FILTRO SEPARADOR AGUA BLINDADO MOTOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"37532 - PARAFUSO OCO 16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C7-2";
"38008 - ARRUELA VEDACAO ALUMINIO 24MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"38016 - ARRUELA VEDACAO ALUMINIO 26MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"38334 - POLIA BOMBA DAGUA FRIZADA 904LA MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"40282 - PARAFUSO OCO 8MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C7-3";
"41351 - GRAXEIRA LUBRIFICACAO RETA 10MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"43419 - OLHAL NIPLE MANGUEIRA 14MM  12,7X9,5";"1,000";"6,12";"0,000";"0,00";"0,000";"0,00";"1,000";"6,12";"C7-3";
"43460 - GRAXEIRA LUBRIFICACAO 8MM CURVA 90º";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"46558 - VALVULA REGULADORA PRESSAO VW17230 R";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"48542 - PARAFUSO OCO 10MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"48551 - PARAFUSO OCO 12X1,5MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C7-2";
